,SID,key,Module #,Module,Method,MID,Selected,Reason,Familiar
1432,S_22,1,1,Research,Closed Card Sorting,M_2,False,I believe that this method limits the participant's decision / choice power only to the cards that are on the table.,True
1433,S_22,1,1,Research,Community Appraisal,M_3,False,"Depending on the problem to be solved, this method can be very time-consuming and costly",True
1434,S_22,1,1,Research,Competitive Analysis,M_4,True,I believe to be important the constant knowledge of the market in which it is inserted and how the other competitors are behaving,True
1435,S_22,1,1,Research,Conjoint Analysis,M_5,False,"I believe that although it is a statistical and quantitative method, it can be complex to be used",True
1436,S_22,1,1,Research,Conversation Cafe,M_6,False,"Being a method that values open conversation, it may take time to come up with a viable idea to solve the problem",False
1437,S_22,1,1,Research,Design Ethnography,M_7,False,"Depending on the problem to be solved, this method can be very time-consuming and costly",True
1438,S_22,1,1,Research,Focus Group,M_8,True,I believe that focus group is a good way to get the understanding of the consumers needs and thoughts and the decision making process.,True
1439,S_22,1,1,Research,Open Card Sorting,M_9,False,I believe that this method limits the participant's decision / choice power only to the cards that are on the table,True
1440,S_22,1,1,Research,POEMS,M_10,False,Because this method limits you in some precise situations and don't consider others fundamental aspects.,False
1441,S_22,1,1,Research,POSTA,M_11,False,Because this method limits you in some precise situations and don't consider others fundamental aspects.,False
1442,S_22,1,1,Research,Usability Testing,M_12,True,"I believe that combined with the focus group, it is possible to obtain good results with this method in the final phases of the project",True
1443,S_22,1,1,Research,User Observation,M_13,False,"In spite of having a rich knowledge of how the person thinks, it is limited to a few individuals and thus it is not possible to have the big picture and the user can feel uncomfortable and change his/her behavior",True
1444,S_22,1,2,Analysis,2x2 Matrix,M_14,False,"The 2x2 matrix helps to sort and make sense of data or options. We are already using the AEIOU, and I also selected the empathy map to organize the data and understanding.",False
1445,S_22,1,2,Analysis,Affinity Diagram,M_15,False,This method can be used in situations when we have different opinions in a team and how to proceed with it. In our group we are not having a lot of divergent opinions to use this method.,False
1446,S_22,1,2,Analysis,Atomize,M_16,False,This use of this method can become time-consuming and tedious if the system discussed is too big with a large variety of subcomponents.,False
1447,S_22,1,2,Analysis,Concept Mapping,M_17,False,This method could lead us to limited depth of research,False
1448,S_22,1,2,Analysis,Context Mapping,M_18,False,"Despite this method can provides good information, it can be time-intensive and requires a lot of work upfront",False
1449,S_22,1,2,Analysis,Customer Journey Mapping,M_19,False,"I believe that this method can be better used when we have a prototype of the product, so we could observe how the customer would interact with it.",False
1450,S_22,1,2,Analysis,Empathy Map,M_20,True,We can combine this method with why-how laddering to define our ideal customer and develop the right value propositions. We need to do a good preparatory research to ensure that this method works well,False
1451,S_22,1,2,Analysis,How Might We,M_21,False,This method can be not very effective if we cant do the right question.,True
1452,S_22,1,2,Analysis,Kano Analysis,M_22,False,"Despite this method can clarifies customer_s ideas about quality of product features, which can be unclear at first, I believe this method can be more useful in other stages of our development.",False
1453,S_22,1,2,Analysis,Mind Mapping,M_23,False,"This method is useful after we have collected a large quantity of data, despite it can be difficult for other to understand when it is not organized in the right way",False
1454,S_22,1,2,Analysis,Powers of 10,M_24,True,"This method can be helpful when we hit a roadblock and are unsure how to proceed in our developing. It can be also helpful in the data analysis process, as it allows us to think of different ways of looking at the research data we have collected.",False
1455,S_22,1,2,Analysis,Reframing,M_25,False,"There are many ways to reframe and develop new ideas, so it can get confusing when used with other methods that we are using",False
